ID,volg_nr,project_name,debtor_name,relatie_nr,financial_status,start_date,extention_datate,end_date,sales_order,sla_type,contact_name
c4ec4eac-e023-4c37-90d2-4b79e91e80bb,SCA210500,14xLV5- 4009380189,Sweco Belgium BV,Martijn Goffings,,15-07-2021,15-07-2022,,"10.348,92",Warranty (1 year),
40485c54-ca4a-4a96-a934-eb768d5b6471,SCA210499,7xNP2 VERHUUR tm 31.12.2022,Inetum,Bram Wauters,,01-09-2021,31-12-2022,31-12-2022,"35.123,50",Full-Service,
4f28ff82-2e01-4b1e-b031-5ea434cda978,SCA210498,4xSPC+2x SPA-LTE,Omgevingsdienst Flevoland & Gooi en Vechtstreek,Tonnie Theunissen,,05-09-2021,05-09-2024,,"30.093,45",Carry-IN,
d07a2027-7e10-42f6-83dc-7e468138aa12,SCA210497,3xLV5,Sweco Nederland B.V.,Wilmer Noome,,01-07-2021,01-07-2022,,"1.727,25",Carry-IN,
053d512b-db74-4993-b71a-1065e4776b22,SCA210496,1x LV5- 4009380189,Sweco Belgium BV,Brecht Decoutere,,01-07-2021,01-07-2022,,"588,69",Warranty (1 year),
df5efb26-7ee5-4098-bb25-8d5ba7a51775,SCA210495,2x LV5- 4009380189,Sweco Belgium BV,Brecht Decoutere,,01-07-2021,01-07-2024,,"1.142,38",Warranty (1 year),
9ee6d802-d242-4de1-b2b3-c567c305199d,SCA210494,12xLV5-Project Albergen,Geofoxx B.V.,Rob  Rekveldt,,10-07-2021,10-07-2024,10-10-2023,"7.381,40",Warranty (1 year),Irene Barten
995cbfd7-54da-4491-b47b-b58d94c07fda,SCA210493,1xSPC- 01949,Omgevingsdienst Noordzeekanaalgebied (NZKG),Ruben Basjes,,21-06-2021,21-06-2024,,"6.705,30",Carry-IN,Mirjam Stevens
cbee0f68-457c-4e74-b45d-192d050d1c34,SCA210492,Periodieke kosten 3xLV5,K&G advies,Jouke Rozema,,01-01-2021,31-08-2021,31-07-2023,"208,80",No Warranty,
58019e4b-87b8-4b75-ab97-84f8ce54667b,SCA210491,Periodieke kosten 4xLV5,Aequator Groen & Ruimte bv,Jouke Rozema,,01-01-2021,01-01-2023,01-01-2023,"417,60",No Warranty,
654cd545-adb0-4829-adc7-0ee9e6261f26,SCA210490,Lantis / BAM NV (AKRON),AKRON,Geert Dierckx,,01-09-2021,01-09-2022,,"44.533,25",Warranty (1 year),George Boersma
ee5897c7-eeaf-45bc-8fd4-edc5df44fd97,SCA210489,CITY Listening - Colruyt,Sustainder,Maurits de Boer,,01-06-2021,01-06-2024,01-06-2023,"3.103,00",Warranty (1 year),
3b724471-b76a-4066-bb4c-d327ab2581c3,SCA210488,"Vitens contract 15xLV5, 42xLV4",Vitens N.V.,Clenn Poulie,,01-01-2021,01-01-2023,01-01-2023,"8.348,12",Carry-IN,
a168fb12-a243-43cd-90e4-a80cd4c01f0f,SCA210487,2xSP7,Quattro Expertise BV,Etienne  Mureau,,31-05-2021,31-05-2024,31-05-2024,"6.113,10",Carry-IN,Irene Barten
2ebc2652-f0da-438c-93d3-5edcf11217db,SCA210486,1x LV5- 4009380189,Sweco Belgium BV,Brecht Decoutere,,18-05-2021,18-05-2024,,"588,69",Warranty (1 year),
acbe6930-0955-4254-b897-5605c650edbc,SCA210485,1x LV5 Project: Deinum,Sweco Nederland B.V.,Wilmer Noome,,01-04-2021,01-04-2022,,"575,75",Carry-IN,
b337b393-7090-432b-8888-bfb5fb23d316,SCA210484,2xLV5- 4009380189,Sweco Belgium BV,Brecht Decoutere,,17-05-2021,17-05-2024,,"1.142,38",Warranty (1 year),
05c8a855-137e-42ab-a540-fc3f0baffd1c,SCA210483,2x SP7,Gemeente Hengelo,Thijmen Bertelink,,01-06-2021,01-06-2024,,"4.588,10",Carry-IN,Mirjam Stevens
b7c9879a-833f-49dd-929e-fbd4d27d8b55,SCA210482,13x LV5  Projectnaam: America,Sweco Nederland B.V.,Wilmer Noome,,14-05-2021,14-05-2022,,"7.484,75",Carry-IN,
677aa1ca-3f95-4fcc-be9a-b9e931caed44,SCA210481,6x LV5 Project: Doetinchem; Project: Bakertand Goi,Sweco Nederland B.V.,Wilmer Noome,,10-05-2021,10-05-2022,,"5.181,75",Carry-IN,
d52d0059-8770-43a2-8529-1b770b084469,SCA210480,2x SP7,Quattro Expertise BV,Etienne  Mureau,,17-05-2021,17-05-2024,17-05-2024,"5.968,10",Carry-IN,Irene Barten
beaf0c75-a13a-4666-a885-3acbf3c96895,SCA210479,13xLV5  Project: Gendtse Waard,Sweco Nederland B.V.,Wilmer Noome,,01-05-2021,01-05-2022,,"8.060,50",Carry-IN,
6ebc11d1-dc46-4e4e-ad36-1505b2468dea,SCA210478,2xLV5,Labo Devlieger - Van Vooren,Stijn Minne,,15-05-2021,15-05-2024,15-05-2022,"1.288,40",Warranty (1 year),
3e54b88e-0a47-4af8-b3b9-fe0e36811706,SCA210477,10x LV5- 4009380189,Sweco Belgium BV,Brecht Decoutere,,29-04-2021,29-04-2024,,"5.536,90",Warranty (1 year),
890b1eb3-323c-4a95-8376-44f6ebb568fb,SCA210476,2xLV5,Aequator Groen & Ruimte bv,Susan van der Salm,,01-05-2021,01-05-2024,01-05-2021,"1.222,80",Warranty (1 year),
eaa9aa48-9289-4453-b00f-32cd23017289,SCA210475,7xLV5,Alcedo Beheer BV,Freddy Rutterkamp,,23-04-2021,23-04-2022,,"4.345,20",Warranty (1 year),
f1d619ca-3051-4997-a1ef-3ce501b0c77f,SCA210474,3xLV5 RoTS,THV RoTS,Martijn Goffings,,01-04-2021,01-04-2022,,"2.119,80",Warranty (1 year),
06dfbc40-f02b-4573-97b8-1dbbb2d0423b,SCA210473,55x LV5 RoTS-Project Antwerpen deel 2,THV RoTS,Martijn Goffings,,01-04-2021,01-04-2022,,"39.414,33",Warranty (1 year),
142446db-59a4-4eb6-bab0-f2c70e7c0c30,SCA210472,2xLV5,Waterschap Hollandse Delta,Harold de Ruiter,,22-03-2021,22-03-2021,22-03-2021,"3.118,40",Warranty (1 year),
8938dac8-52fa-49aa-aa5b-b0740dd77936,SCA210471,5xLV5-AVECO portal-Project Groningen,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,22-03-2021,21-03-2024,,"2.844,10",Warranty (1 year),
4cbcf98d-1be0-4f8e-8122-f9b3f801d3c0,SCA210470,1x LV5 10/10,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,08-03-2021,08-03-2022,,"560,75",Warranty (1 year),
fe0e6876-2491-40bd-bc86-fe536779f746,SCA210469,1xSP7,Quattro Expertise BV,Etienne  Mureau,,05-04-2021,05-04-2024,05-04-2024,"4.151,55",Carry-IN,Irene Barten
6501a17c-06ca-4a7c-9620-a2e51dff5572,SCA210468,SP8 en ZGD,SAVTek Pty Ltd,Darryl Watkins,,26-03-2021,26-03-2024,26-03-2025,"959,00",Warranty (1 year),Mirjam Stevens
2118a126-f450-46ca-8a6b-347751a7b9c0,SCA210467,2xLV5-Projectnummer: 51002734,Sweco Nederland B.V.,Wilmer Noome,,08-03-2021,08-03-2022,,"1.151,50",Carry-IN,
edfd5aac-edf0-45bf-97c6-60cecd9fe983,SCA210466,18x LV5,RSK Group,Bertrik Murk,,01-03-2021,01-03-2024,,"11.516,60",Warranty (1 year),
92432d0d-554d-4198-8475-c2cfc15febb8,SCA210465,6xLV5-Projectnummer: 51002734,Sweco Nederland B.V.,Wilmer Noome,,01-03-2021,01-03-2022,,"3.454,50",Carry-IN,
e9cc780c-64bb-421b-b216-4f0ee9219780,SCA210464,7x LV5- 4009380189,Sweco Belgium BV,Koen Valkeneers,,01-03-2021,01-03-2024,,"3.637,83",Warranty (1 year),
e5c2d6d5-f39b-4bf3-9b76-3cee60ecf3b9,SCA210463,9x LV5-Projectnummer: 51002734,Sweco Nederland B.V.,Wilmer Noome,,22-02-2021,22-02-2022,,"5.181,75",Carry-IN,
63526063-f18b-44c0-a856-9fb3f4dcfe28,SCA210462,18x NP2,NS Groep,Michel Bourgonje,,27-01-2021,,07-09-2023,"121.900,00",Full-Service,
f77c772f-d02b-4bfc-80f4-b841769eeacd,SCA210461,15x LV5 -4048040008,Sweco Belgium BV,Joost Heyvaert,,01-02-2021,01-02-2024,31-12-2023,"8.036,25",Warranty (1 year),
77199fe7-5483-4802-8015-791ec3144798,SCA210460,AKRON GENT 10x SPC,AKRON,Geert Dierckx,,01-06-2021,05-04-2027,,"46.902,50",Warranty (1 year),George Boersma
44d11975-50f3-4b51-85b6-b77c0addfed5,SCA210459,3x SPC,Alcedo Beheer BV,Freddy Rutterkamp,,01-05-2021,01-05-2024,,"16.952,21",Carry-IN,
4a38ba8c-e3fd-4f73-8b52-24ff2a46bf12,SCA210458,15xNP2,Hanab Telecom Netwerk Solutions bv,Gerard van den Houten,,08-02-2021,08-02-2024,08-02-2024,"23.909,48",Carry-IN,
76c160a7-a902-4cd7-9601-3f23013e24a2,SCA200457,Horecasense Brussel,AKRON,Gerda Lauwers,,04-01-2021,04-01-2024,04-01-2024,"1.036,00",Warranty (1 year),
999c443e-bd09-4ac0-a638-7fb24ebf803d,SCA200456,2x SPC- Z.152137/D.685103,Omgevingsdienst Zuidoost Brabant,Twan van den  Broek,,01-03-2021,01-03-2024,,"12.375,60",Carry-IN,
ccd10bc2-bde6-48f3-8806-d984d99dae60,SCA200455,2xSPC,Omgevingsdienst West-Holland,Jeffrey Forster,,12-02-2021,12-02-2024,,"3.569,02",Carry-IN,
c00aedf6-4d0f-490d-a370-0861e976bb25,SCA200454,"Gemeente Leeuwarden, geluid",Gemeente Leeuwarden,Harmen Dijkstra,,01-04-2021,01-04-2024,21-05-2024,"8.793,54",Full-Service,
100d6070-9d6e-4b6a-9eae-cf3f1237d98f,SCA200453,10x LV5-Project EDDGI,Waterschap Rijn en IJssel,Gert van den Houten,,21-12-2020,21-12-2023,,"5.888,70",Warranty (1 year),Irene Barten
4aa1ffdb-d9df-4e44-80ef-9d53b973b84a,SCA200452,MCS Terminal Westerbroek NP2,MCS,Han Friederichs,,23-12-2020,23-12-2023,23-12-2024,"3.995,78",Carry-IN,
cbd51b0e-960a-4500-aab9-413478bed6d0,SCA200451,SPC,Omgevingsdienst Twente,Leon  Masséus,,01-03-2021,01-03-2024,,"11.051,85",Carry-IN,Irene Barten
439dd1f3-52d2-41b3-9ef6-a6af17d51997,SCA200450,5x LV5 loggers project Bovenduist,Sweco Nederland B.V.,Wilmer Noome,,09-12-2020,09-12-2021,,"2.878,75",Carry-IN,
486d3102-de42-4394-8bed-4ac146238dc2,SCA200449,3x LV5 loggers project Velden 1F,Sweco Nederland B.V.,Wilmer Noome,,09-12-2012,09-12-2021,,"2.878,75",Carry-IN,
22469c9a-9161-4ea3-a17d-00d5196e01ab,SCA200448,3x LV5 - 4009380189-eigen projecten,Sweco Belgium BV,Koen Valkeneers,,14-12-2020,14-12-2023,,"1.559,07",Warranty (1 year),
ecb844dd-106b-4d30-b047-cb768721d7cf,SCA200447,SPC-,TB-Expertise BV,Olaf Bevelander,,08-03-2021,08-03-2022,08-03-2024,"7.450,00",Carry-IN,
9c444491-a285-457f-bf87-60dae815af96,SCA200446,SPC,RUD Utrecht,Marius Puhl,,31-12-2020,31-12-2023,,"7.345,30",Carry-IN,
3bc7173c-6012-45b3-8da7-b690e45eb873,SCA200445,6x LV5 logger Willeskop,Sweco Nederland B.V.,Wilmer Noome,,30-11-2020,30-11-2021,,"3.454,50",Carry-IN,
e37ecf0f-74ba-4ec5-a1a2-aca40d21c90e,SCA200444,140xLV5,THV RoTS,Martijn Goffings,,01-01-2021,01-01-2022,,"78.060,25",Warranty (1 year),
8bdc34b2-5969-466b-983c-5f9dd7277fd1,SCA200443,1x LV5 logger Arnhem,Sweco Nederland B.V.,Wilmer Noome,,09-11-2020,09-11-2021,,"575,75",Carry-IN,
f700dd17-780d-405d-9e7f-10957d8a3f44,SCA200442,5x LV5 loggers Alkmaar,Sweco Nederland B.V.,Wilmer Noome,,09-11-2020,09-11-2021,,"2.878,75",Carry-IN,
e0e23098-a854-47b1-b10a-013cbe8457c9,SCA200441,2x LV5 loggers Liessel,Sweco Nederland B.V.,Wilmer Noome,,09-11-2020,09-11-2021,,"1.151,50",Carry-IN,
cf6341cd-037e-448e-9589-79e540e5ce20,SCA200440,Aanbesteding Zuid Holland-Lease-IBL77940.01,Ingenieurs Bureau Land,Robert Vermeulen,,01-04-2020,01-04-2030,,"121.132,34",Full-Service,
4f7e67d8-cd5b-49a3-bb91-b2436c30be6d,SCA200439,58x LV5 Project Bunschoten,Sweco Nederland B.V.,Wilmer Noome,,16-11-2020,16-11-2021,,"31.333,26",Warranty (1 year),
f185bb04-0da4-4485-be7a-5fdb296876e1,SCA200438,1xLV5,Milieupartner BV,Didier   van de Giessen,,13-11-2020,,13-11-2020,"552,60",Warranty (1 year),Irene Barten
c7a042e4-87ff-4160-8619-f8b706abe6e8,SCA200437,(4x LV5 loggers Leuvenplein Utrecht,Sweco Nederland B.V.,Wilmer Noome,,23-10-2020,23-10-2021,,"2.303,00",Carry-IN,
ecafb829-a798-4c85-93dd-52fe51641795,SCA200436,10x Watermeters,Aarhus Vand Forsyning A/S,Jens Ole Madsen,,27-10-2020,27-10-2023,,"3.862,50",Warranty (1 year),
a17a30aa-f7ad-42f8-9f6b-ae9e8c55db9b,SCA200435,SPC,Nedmag B.V.,Evert  Molenkamp,,25-11-2020,25-11-2023,01-07-2024,"9.322,30",Carry-IN,Irene Barten
10418a97-1d7f-42c2-a0f4-bbb8215ef158,SCA200434,2x LV5-Walcheren,Stichting Waterhouderij Walcheren,Pieter Pauw,,12-10-2020,12-10-2023,31-10-2023,"1.222,80",Warranty (1 year),
186e8a3a-fdb6-49ec-9e3c-646eef10b78c,SCA200431,2xLV5 project Museumkwartier Vlaardingen,Sweco Nederland B.V.,Wilmer Noome,,25-09-2020,25-09-2021,,"1.727,25",Carry-IN,
7f7a5d19-8b9f-4b3f-bee1-843921ad8588,SCA200430,oude meter Gent 2x SPA,AKRON,Geert Dierckx,,12-01-2020,12-01-2021,04-05-2021,"720,00",Warranty (1 year),Mirjam Stevens
7a10ff51-bd7b-4021-82da-ba9832913d7b,SCA200429,2xLV6 portal -AVECO,Wiertsema & Partners Raadgevend Ingenieurs,Teunis van der Sluijs,,14-09-2020,14-09-2021,,"2.380,20",Warranty (1 year),
f8bd18a8-851a-4544-810d-029ca073be1f,SCA200428,2xLV5,BOOT organiserend ingenieursburo B.V.,Diederik van Ameijde,,15-09-2020,15-09-2023,,"1.552,80",Warranty (1 year),
c0837ff3-9685-40f4-a8c2-e16cc8ff99ed,SCA200427,DP WORLD LIEGE 1xSPA,AKRON,Rita van Caudenberg,,21-08-2019,01-09-2022,,"4.372,00",Warranty (1 year),
51e90dcd-1782-4760-aac1-9858ec9e2bc6,SCA200426,3x LV5,Sweco Nederland B.V.,Wilmer Noome,,19-08-2020,19-08-2021,,"1.727,25",Carry-IN,
674b410f-b3a6-43d1-ac57-f512dd3ba3c6,SCA200425,5x LVx+regenmeter Water buffering met Lapinus,Ingenieurs Bureau Land,Karst Busstra,,07-03-2020,07-03-2023,,"2.448,75",Warranty (1 year),
afa4c485-42f0-46bb-85c8-9775e2408c3e,SCA200424,25xLV5 Brabantse Delta,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,14-09-2020,01-10-2025,,"15.916,60",Warranty (1 year),
203a8195-fd8b-4b83-807d-0820d6915e97,SCA200423,,MCC Neerijnen,Ab van Ham,,01-09-2020,01-09-2023,01-09-2020,"3.398,50",Carry-IN,
4ca70b46-53cd-43b2-8681-c644653099d7,SCA200422,11x LV5,Sweco Nederland B.V.,Wilmer Noome,,10-08-2020,10-08-2021,,"4.030,25",Carry-IN,
3ba9940a-ff58-4e0d-aa64-0df1e74b9421,SCA200421,SP8 Horecasense,Bakkerij Renzema,Remko Renzema,,10-08-2020,10-08-2023,17-08-2023,"1.295,00",Warranty (1 year),Irene Barten
711cdf1e-0b41-46ec-9ef2-fbac7a356aa1,SCA200420,2x SPA,Rizzani De Eccher,Arthur Bergmans,,01-09-2020,01-09-2022,01-09-2022,"12.370,20",Carry-IN,
739f9549-b944-491b-bcd4-ca7495002243,SCA200419,UP1,Alcedo Beheer BV,Freddy Rutterkamp,,01-07-2020,01-07-2023,,"1.978,26",Carry-IN,
14be3400-ca4d-46aa-bc90-a52fdc8f0cb7,SCA200418,"Leudal, onderhoud meetnet",Provincie Limburg,M Henfling,,01-01-2020,01-01-2023,01-07-2024,"9.068,28",Carry-IN,
04ca22ba-3059-4777-b9bb-138c90d5ee53,SCA200417,3x LV5,Sweco Nederland B.V.,Wilmer Noome,,06-07-2020,06-07-2021,,"2.303,00",Carry-IN,
8c064485-888f-49eb-867c-6d4aa7222bf9,SCA200416,8x LV5,Sweco Nederland B.V.,Wilmer Noome,,06-07-2020,06-07-2021,,"5.181,75",Carry-IN,
98d379d4-c96e-453c-bbfe-60cb16e56ad7,SCA200415,3xLV5,Vitens N.V.,Ton Ebbing,,01-08-2020,01-08-2020,01-08-2020,"2.196,98",Warranty (1 year),Irene Barten
82db1e05-3ffd-4c40-bddc-e0b0c7a9c739,SCA200414,12x LV5,Sweco Nederland B.V.,Wilmer Noome,,26-06-2020,26-06-2021,,"7.484,75",Carry-IN,
e2f83323-fca8-4225-a13a-5fb9db21ebf0,SCA200413,2x LV5,Sweco Nederland B.V.,Wilmer Noome,,26-06-2020,26-06-2021,,"1.727,25",Carry-IN,
029f6f79-13db-46b4-a8e6-cc446c77effb,SCA200412,17xLV5,Alcedo Beheer BV,Freddy Rutterkamp,,13-06-2020,13-06-2023,,"8.730,25",Warranty (1 year),
c01c817e-6f9d-4359-b9c1-516914f86f6c,SCA200411,Nedmag aanschaf 1xNP4,Nedmag B.V.,Evert  Molenkamp,,14-09-2020,14-09-2023,01-07-2024,"3.615,28",Carry-IN,Irene Barten
53ed75af-ebf9-4733-b7b0-a30507db8d43,SCA200410,1xSPA voor AKUVIB (SINUS),Sinus Messtechnik,Gunther Papsdorff,,15-06-2020,15-06-2023,15-06-2023,"3.985,12",Warranty (1 year),Mirjam Stevens
cbe4b7a7-a44f-4b3e-aba7-a13683ff5229,SCA200409,3 LV6 Aveco PORTAL-77753-1+84397-1,Wiertsema & Partners Raadgevend Ingenieurs,Jaap van Boven,,12-06-2020,12-06-2020,,"1.614,15",Warranty (1 year),
4b9821fa-365b-485d-82e3-7f809bd9b38a,SCA200408,3 LV6,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,06-06-2020,06-06-2021,,"1.614,15",Warranty (1 year),
b1baef90-0c7e-4bb1-953c-d2a719c95a5c,SCA200407,11xCS4,Optimaclima b.v.b.a.,Marco Buysse,,29-05-2020,,29-05-2020,"3.072,30",Warranty (1 year),
22be1b62-def6-4fff-9544-1100e79b055e,SCA200406,SPA,TB-Expertise BV,Olaf Bevelander,,01-05-2020,01-05-2023,01-05-2024,"6.833,00",Warranty (1 year),
1620787e-447f-45fc-8eb6-e7edee423c4b,SCA200405,Lage Zwaluwe,Haskoning Nederland B.V.,Joost  van de  Pol,,26-05-2020,26-05-2021,26-05-2021,"3.923,40",Warranty (1 year),
d5e304f8-4491-4b8e-a71e-6e8f10bb7e0b,SCA200404,"7xLV5 Project wijk Schiekamp, Spijkenisse",Sweco Nederland B.V.,Sjors Busink,,15-05-2020,15-05-2021,,"4.089,75",Carry-IN,
171d0fe5-bd03-4be7-8371-63b53e1a4b60,SCA200403,Stad Leuven,Stad Leuven,Yo Saint,,01-01-2020,01-01-2024,01-01-2024,"39.300,00",Carry-IN,
3c277911-101c-4509-a12c-dc8a9e79a1fe,SCA200402,Upgrade SPA en inruil SP7,Omgevingsdienst Brabant Noord,Piet Korthout,,16-06-2020,16-06-2023,,"13.446,34",Carry-IN,
9f65ecf7-14e8-4811-9827-47757fee7388,SCA200401,10xLV5,Aequator Groen & Ruimte bv,Harmke de Groot,,20-04-2020,20-04-2023,20-04-2023,"4.914,00",Warranty (1 year),
d7524459-d5ac-425d-98fc-a4f9ec7d3964,SCA200400,3xLV5,Sweco Nederland B.V.,Wilmer Noome,,20-04-2020,20-04-2021,,"1.727,25",Carry-IN,
d6238ccd-ecc3-4c6b-adcc-94e959e14482,SCA200399,AQ1 1x,Stedin Groep Services B.V.,Jan Louws,,18-05-2020,18-05-2023,18-05-2023,"1.589,60",Carry-IN,
5d99a962-a31f-4214-b44f-8bc93d5c6cce,SCA200398,10xLV5-Project: 20170154-POP3-Waterbeh.Markelosebr,Aequator Groen & Ruimte bv,Jouke Rozema,,16-04-2020,01-02-2023,31-12-2023,"7.885,50",Warranty (1 year),
171bbff1-ab89-43ae-95e6-447a0884f5bc,SCA200397,3x LV5,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,09-04-2020,01-04-2023,,"1.656,90",Warranty (1 year),
ac9021ad-8b92-473e-9e90-559d3c860124,SCA200396,Brussel THE DEAR DESIGNER C.V.,AKRON,Geert Dierckx,,01-12-2019,01-12-2022,01-12-2022,"1.036,00",Warranty (1 year),George Boersma
7421beab-0edb-446f-a1e4-cd47606fcf51,SCA200395,Brussel Buda Brussels,AKRON,Geert Dierckx,,01-12-2019,01-12-2022,,"2.072,00",Warranty (1 year),George Boersma
4fdb8ceb-4dc5-47db-b426-621212fcdcab,SCA200394,19x LV5,RSK Group,Bertrik Murk,,30-04-2020,30-04-2022,,"12.350,43",Warranty (1 year),
562db4fb-5c16-4696-96b5-adc27a66125a,SCA200393,10x LV5 WRIJ Lankheet & NBW-locaties,Waterschap Rijn en IJssel,Gert van den Houten,,16-04-2020,16-04-2023,,"5.888,70",Warranty (1 year),Irene Barten
ba329696-4958-4304-97ae-1cf00fb81726,SCA200392,10xLV5- Samenwerking Landbouw DNIE,Waterschap Rijn en IJssel,Gert van den Houten,,16-03-2020,16-03-2023,,"5.888,70",Warranty (1 year),Irene Barten
40056599-44ee-4489-8e59-6d61f5983bdd,SCA200391,2x LV6 grondwatermeters,Alcedo Beheer BV,Freddy Rutterkamp,,01-03-2020,01-03-2023,01-03-2023,"1.317,90",Warranty (1 year),
51bb45a9-eedb-46c4-b1d8-9fe23cd57ff3,SCA200390,Accupaks tbv van geluidbeheer,Gemeente Kerkrade,Marco Roelofsen,,12-02-2020,,12-02-2021,"495,00",Warranty (1 year),
aad901b9-97df-483d-b004-b4f7b9070f35,SCA200389,Garantie 6xmicrofooncapsule  type AWA14425,LBP Sight,Ton Kerkers,,18-03-2020,18-03-2023,18-03-2023,"1.161,00",Warranty (1 year),
0018bf1a-8e61-4dc9-94d8-ece5191ecfb0,SCA200388,NP4,LBP Sight,Mike Dijkstra,,23-03-2020,23-03-2023,,"2.815,50",Warranty (1 year),
941fad60-379b-4b0d-a296-9597e4257b6f,SCA200387,Sustainder-Zaanstad speelveld,Sustainder,Rene van de Ven,,16-03-2020,16-03-2023,01-06-2023,"3.200,00",Warranty (1 year),
328e4345-9547-4ab4-b3e4-c624b429a903,SCA200386,19xLV5-7 + 5x QU7,Stichting Waterhouderij Walcheren,Tim Moerman,,01-03-2020,01-10-2025,,"22.917,84",Warranty (1 year),
5228885a-6d8b-4def-a500-a287bb040393,SCA200385,"LPB Sight 1x SPA, 2x NP2",LBP Sight,Mike Dijkstra,,23-03-2020,23-03-2023,,"14.691,66",Carry-IN,
37bc1076-a68c-4976-9358-49e06c72ab24,SCA200384,Petrogas/Corlido order,Petrogas Transportation B.V. E&P,Theo van Wijk,,01-03-2020,01-03-2023,01-03-2021,"4.179,34",Carry-IN,George Boersma
23a3d28e-3f8f-4404-859a-12b7d1bd412b,SCA200383,BCTN,AKRON,Geert Dierckx,,01-03-2020,01-04-2023,,"5.001,75",Warranty (1 year),George Boersma
f49efef2-6a81-4ac8-984b-e34255fa5eb2,SCA200382,AKRON VAN MOER LOGISTICS,AKRON,Geert Dierckx,,01-04-2020,01-06-2023,,"2.133,50",Warranty (1 year),Mirjam Stevens
00264597-f4f8-489d-8fdb-115ca0fa8f80,SCA200381,2xSP7 Amersfoort,Gemeente Amersfoort,Richard Lekkerkerker,,31-07-2020,31-07-2023,31-07-2025,"4.810,00",Warranty (1 year),Mirjam Stevens
55a2f387-268a-4494-a7df-85bc493dd8fc,SCA190380,1x SP4- Meppen,Stichting Raceway Venray,Nicol Claessens,,01-02-2020,01-02-2023,01-02-2025,"1.283,58",Carry-IN,
3344af58-7dd4-462f-961e-f5a79f3c5abb,SCA190379,2x LV5-Projectnummer: 51002734,Sweco Nederland B.V.,Wilmer Noome,,06-01-2020,06-01-2021,,"1.151,50",Carry-IN,
79706eec-c41d-49d1-853e-ba4bc86c7415,SCA190378,Gemeente Beveren 2 meetsets,AKRON,Geert Dierckx,,23-12-2019,01-07-2022,,"3.780,25",Warranty (1 year),Mirjam Stevens
87e32446-5c08-4856-8df0-3db09171a38a,SCA190377,NP4-msnp4f70007+msnp4f70008,Gemeente Roermond,Raimond Ververgaert,,27-12-2019,27-12-2022,,"9.619,56",Carry-IN,Omar Jarmohamed
97aff1df-9a49-4361-a498-ec750df9a871,SCA190375,Horecasense kit gn brsl gn lvn (OC Patria-Brugge),AKRON,Geert Dierckx,,29-11-2019,01-12-2027,,"2.392,00",Warranty (1 year),Mirjam Stevens
e89974db-23f2-4462-b4c0-ea55ed1aac66,SCA190374,Brussel PROLEJOR B.V.B.A,AKRON,Geert Dierckx,,01-12-2019,01-12-2022,01-12-2022,"796,00",Warranty (1 year),George Boersma
9da29eb2-f373-4a17-8ed8-787d92c947c5,SCA190373,Gemeente Gorinchem,Gemeente Gorinchem,Mervin  Pinas,,27-11-2019,,31-01-2020,"18.760,50",Warranty (1 year),
afef8abc-2971-477d-a6b5-79360b5879ea,SCA190372,gemeente Vlissingen; eenjarigcontract,Gemeente Vlissingen,Gert Jan Bommelje,,01-12-2019,,31-01-2020,"13.636,80",Warranty (1 year),
4ca2da44-6a18-4587-b4bb-bae34968babb,SCA190371,Vuurwerk Gemeente Middelburg,Gemeente Middelburg,Marius Willemsen,,01-12-2019,,31-01-2020,"13.636,80",Warranty (1 year),
ef5543f3-a358-4681-a2b8-1c484be307d4,SCA190370,6x LV6 grondwatermonitoring keersluis te Limmel,Econsultancy (part of Sweco),Tom Willems,,06-11-2019,06-11-2024,01-10-2024,"3.561,00",Warranty (1 year),Irene Barten
0c6cab31-8ef9-45ff-9e47-afae9256470d,SCA190369,5x AQ1A-O,TNO,Fred Hartendorf,,01-01-2020,01-01-2023,01-01-2022,"5.907,25",Warranty (1 year),
7711bc13-a761-4a08-a028-f68b1c7bb27e,SCA190368,Upgrade meetsysteem gemeente Alkmaar,Gemeente Alkmaar,Demitri Druiven,,01-01-2019,01-01-2024,,"23.072,04",Full-Service,Mirjam Stevens
ddf3c86b-33c8-44a5-b4eb-c34e4154cc23,SCA190367,71x  LV5's; Project Groningen -AVECO-PORTAL,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,01-09-2019,01-10-2022,,"29.169,55",Warranty (1 year),
c1e7a97c-df1d-4f2e-80dc-2e1cb462e57d,SCA190366,"12x LV5 loggers; Project Waadhoeke, Franeker",Sweco Nederland B.V.,Wilmer Noome,,24-10-2019,24-10-2023,,"7.601,75",Carry-IN,
e5f8fafe-9988-416f-959d-a19eb9f67828,SCA190364,2x NP2 RUD Drenthe,Omgevingsdienst Drenthe,Ebe van der Molen,,17-10-2019,17-10-2022,,"7.479,56",Carry-IN,
2441e16d-f504-4d0d-8f94-a3a37ecd8efd,SCA190363,8x LV5,Arcadis Nederland BV,Niels Nijborg,,25-10-2019,25-10-2022,25-10-2022,"0,00",Warranty (1 year),
